0 ['reuse', 'reliability', 'will']
5032 ['the', 'mass', 'of']
5033 ['mass', 'of', 'the']
5034 ['of', 'the', 'four-million-solar-mass']
5035 ['the', 'four-million-solar-mass', 'black']
5036 ['four-million-solar-mass', 'black', 'hole']
5037 ['of', 'the', 'milky']
5038 ['milky', 'way', 'galaxy']
5039 ['way', 'galaxy', 'as']
5040 ['galaxy', 'as', 'a']
5041 ['as', 'a', 'star']
5042 ['a', 'star', 'falls']
5043 ['star', 'falls', 'toward']
5044 ['falls', 'toward', 'a']
5045 ['toward', 'a', 'black']
5046 ['black', 'hole', 'it']
5047 ['hole', 'it', 'is']
5048 ['it', 'is', 'ripped']
5049 ['is', 'ripped', 'apart']
5050 ['ripped', 'apart', 'by']
5051 ['apart', 'by', 'intense']
5052 ['by', 'intense', 'tides']
5053 ['intense', 'tides', 'the']
5054 ['tides', 'the', 'gas']
5055 ['the', 'gas', 'is']
5056 ['gas', 'is', 'corralled']
5057 ['is', 'corralled', 'into']
5058 ['corralled', 'into', 'a']
5059 ['into', 'a', 'disk']
5060 ['a', 'disk', 'that']
5061 ['disk', 'that', 'swirls']
5062 ['that', 'swirls', 'around']
5063 ['swirls', 'around', 'the']
5064 ['around', 'the', 'black']
5065 ['black', 'hole', 'and']
5066 ['hole', 'and', 'becomes']
5067 ['and', 'becomes', 'rapidly']
5068 ['becomes', 'rapidly', 'heated']
5069 ['rapidly', 'heated', 'to']
5070 ['heated', 'to', 'temperatures']
5071 ['to', 'temperatures', 'of']
5072 ['temperatures', 'of', 'millions']
5073 ['of', 'millions', 'of']
5074 ['millions', 'of', 'degrees']
5075 ['of', 'degrees', 'the']
5076 ['degrees', 'the', 'innermost']
5077 ['the', 'innermost', 'gas']
5078 ['innermost', 'gas', 'in']
5079 ['gas', 'in', 'the']
5080 ['in', 'the', 'disk']
5081 ['the', 'disk', 'spirals']
5082 ['disk', 'spirals', 'toward']
5083 ['spirals', 'toward', 'the']
5084 ['toward', 'the', 'black']
5085 ['black', 'hole', 'where']
5086 ['hole', 'where', 'rapid']
5087 ['where', 'rapid', 'motion']
5088 ['rapid', 'motion', 'and']
5089 ['motion', 'and', 'magnetism']
5090 ['and', 'magnetism', 'create']
5091 ['magnetism', 'create', 'dual']
5092 ['create', 'dual', 'oppositely']
5093 ['dual', 'oppositely', 'directed']
5094 ['oppositely', 'directed', 'funnels']
5095 ['directed', 'funnels', 'through']
5096 ['funnels', 'through', 'which']
5097 ['through', 'which', 'some']
5098 ['which', 'some', 'particles']
5099 ['some', 'particles', 'may']
5100 ['particles', 'may', 'escape']
5101 ['may', 'escape', 'jets']
5102 ['escape', 'jets', 'driving']
5103 ['jets', 'driving', 'matter']
5104 ['driving', 'matter', 'at']
5105 ['matter', 'at', 'velocities']
5106 ['at', 'velocities', 'greater']
5107 ['velocities', 'greater', 'than']
5108 ['greater', 'than', '90']
5109 ['than', '90', 'percent']
5110 ['90', 'percent', 'the']
5111 ['percent', 'the', 'speed']
5112 ['the', 'speed', 'of']
5113 ['speed', 'of', 'light']
5114 ['of', 'light', 'form']
5115 ['light', 'form', 'along']
5116 ['form', 'along', 'the']
5117 ['along', 'the', 'black']
5118 ['black', 'holes', 'spin']
5119 ['holes', 'spin', 'axis']
5120 ['spin', 'axis', 'in']
5121 ['axis', 'in', 'the']
5122 ['in', 'the', 'case']
5123 ['the', 'case', 'of']
5124 ['case', 'of', 'swift']
5125 ['of', 'swift', 'j1644+57']
5126 ['swift', 'j1644+57', 'one']
5127 ['j1644+57', 'one', 'of']
5128 ['one', 'of', 'these']
5129 ['of', 'these', 'jets']
5130 ['these', 'jets', 'happened']
5131 ['jets', 'happened', 'to']
5132 ['happened', 'to', 'point']
5133 ['to', 'point', 'straight']
5134 ['point', 'straight', 'at']
5135 ['straight', 'at', 'earth']
5136 ['at', 'earth', 'the']
5137 ['earth', 'the', 'radio']
5138 ['the', 'radio', 'emission']
5139 ['radio', 'emission', 'occurs']
5140 ['emission', 'occurs', 'when']
5141 ['occurs', 'when', 'the']
5142 ['when', 'the', 'outgoing']
5143 ['the', 'outgoing', 'jet']
5144 ['outgoing', 'jet', 'slams']
5145 ['jet', 'slams', 'into']
5146 ['slams', 'into', 'the']
5147 ['into', 'the', 'interstellar']
5148 ['the', 'interstellar', 'environment']
5149 ['interstellar', 'environment', 'zauderer']
5150 ['environment', 'zauderer', 'explained']
5151 ['zauderer', 'explained', 'by']
5152 ['explained', 'by', 'contrast']
5153 ['by', 'contrast', 'the']
5154 ['contrast', 'the', 'x-rays']
5155 ['the', 'x-rays', 'arise']
5156 ['x-rays', 'arise', 'much']
5157 ['arise', 'much', 'closer']
5158 ['much', 'closer', 'to']
5159 ['closer', 'to', 'the']
5160 ['to', 'the', 'black']
5161 ['black', 'hole', 'likely']
5162 ['hole', 'likely', 'near']
5163 ['likely', 'near', 'the']
5164 ['near', 'the', 'base']
5165 ['the', 'base', 'of']
5166 ['base', 'of', 'the']
5167 ['of', 'the', 'jet']
5168 ['the', 'jet', 'theoretical']
5169 ['jet', 'theoretical', 'studies']
5170 ['theoretical', 'studies', 'of']
5171 ['studies', 'of', 'tidally']
5172 ['of', 'tidally', 'disrupted']
5173 ['tidally', 'disrupted', 'stars']
5174 ['disrupted', 'stars', 'suggested']
5175 ['stars', 'suggested', 'they']
5176 ['suggested', 'they', 'would']
5177 ['they', 'would', 'appear']
5178 ['would', 'appear', 'as']
5179 ['appear', 'as', 'flares']
5180 ['as', 'flares', 'at']
5181 ['flares', 'at', 'optical']
5182 ['at', 'optical', 'and']
5183 ['optical', 'and', 'ultraviolet']
5184 ['and', 'ultraviolet', 'energies']
5185 ['ultraviolet', 'energies', 'the']
5186 ['energies', 'the', 'brightness']
5187 ['the', 'brightness', 'and']
5188 ['brightness', 'and', 'energy']
5189 ['and', 'energy', 'of']
5190 ['energy', 'of', 'a']
5191 ['a', 'black', 'holes']
5192 ['black', 'holes', 'jet']
5193 ['holes', 'jet', 'is']
5194 ['jet', 'is', 'greatly']
5195 ['is', 'greatly', 'enhanced']
5196 ['greatly', 'enhanced', 'when']
5197 ['enhanced', 'when', 'viewed']
5198 ['when', 'viewed', 'head-on']
5199 ['viewed', 'head-on', 'the']
5200 ['head-on', 'the', 'phenomenon']
5201 ['the', 'phenomenon', 'called']
5202 ['phenomenon', 'called', 'relativistic']
5203 ['called', 'relativistic', 'beaming']
5204 ['relativistic', 'beaming', 'explains']
5205 ['beaming', 'explains', 'why']
5206 ['explains', 'why', 'swift']
5207 ['why', 'swift', 'j1644+57']
5208 ['j1644+57', 'was', 'seen']
5209 ['was', 'seen', 'at']
5210 ['seen', 'at', 'x-ray']
5211 ['at', 'x-ray', 'energies']
5212 ['x-ray', 'energies', 'and']
5213 ['energies', 'and', 'appeared']
5214 ['and', 'appeared', 'so']
5215 ['appeared', 'so', 'strikingly']
5216 ['so', 'strikingly', 'luminous']
5217 ['strikingly', 'luminous', 'when']
5218 ['luminous', 'when', 'first']
5219 ['when', 'first', 'detected']
5220 ['first', 'detected', 'march']
5221 ['detected', 'march', '28']
5222 ['march', '28', 'the']
5223 ['28', 'the', 'flares']
5224 ['the', 'flares', 'were']
5225 ['flares', 'were', 'initially']
5226 ['were', 'initially', 'assumed']
5227 ['initially', 'assumed', 'to']
5228 ['assumed', 'to', 'signal']
5229 ['to', 'signal', 'a']
5230 ['signal', 'a', 'gamma-ray']
5231 ['a', 'gamma-ray', 'burst']
5232 ['gamma-ray', 'burst', 'one']
5233 ['burst', 'one', 'of']
5234 ['of', 'the', 'nearly']
5235 ['the', 'nearly', 'daily']
5236 ['nearly', 'daily', 'short']
5237 ['daily', 'short', 'blasts']
5238 ['short', 'blasts', 'of']
5239 ['blasts', 'of', 'high-energy']
5240 ['of', 'high-energy', 'radiation']
5241 ['high-energy', 'radiation', 'often']
5242 ['radiation', 'often', 'associated']
5243 ['often', 'associated', 'with']
5244 ['associated', 'with', 'the']
5245 ['with', 'the', 'death']
5246 ['the', 'death', 'of']
5247 ['death', 'of', 'a']
5248 ['of', 'a', 'massive']
5249 ['a', 'massive', 'star']
5250 ['massive', 'star', 'and']
5251 ['star', 'and', 'the']
5252 ['and', 'the', 'birth']
5253 ['the', 'birth', 'of']
5254 ['birth', 'of', 'a']
5255 ['in', 'the', 'distant']
5256 ['the', 'distant', 'universe']
5257 ['distant', 'universe', 'but']
5258 ['universe', 'but', 'as']
5259 ['but', 'as', 'the']
5260 ['as', 'the', 'emission']
5261 ['the', 'emission', 'continued']
5262 ['emission', 'continued', 'to']
5263 ['continued', 'to', 'brighten']
5264 ['to', 'brighten', 'and']
5265 ['brighten', 'and', 'flare']
5266 ['and', 'flare', 'astronomers']
5267 ['flare', 'astronomers', 'realized']
5268 ['astronomers', 'realized', 'that']
5269 ['realized', 'that', 'the']
5270 ['that', 'the', 'most']
5271 ['the', 'most', 'plausible']
5272 ['most', 'plausible', 'explanation']
5273 ['plausible', 'explanation', 'was']
5274 ['explanation', 'was', 'the']
5275 ['was', 'the', 'tidal']
5276 ['the', 'tidal', 'disruption']
5277 ['tidal', 'disruption', 'of']
5278 ['disruption', 'of', 'a']
5279 ['of', 'a', 'sun-like']
5280 ['a', 'sun-like', 'star']
5281 ['sun-like', 'star', 'seen']
5282 ['star', 'seen', 'as']
5283 ['seen', 'as', 'beamed']
5284 ['as', 'beamed', 'emission']
5285 ['beamed', 'emission', 'by']
5286 ['emission', 'by', 'march']
5287 ['by', 'march', '30']
5288 ['march', '30', 'evla']
5289 ['30', 'evla', 'observations']
5290 ['evla', 'observations', 'by']
5291 ['observations', 'by', 'zauderers']
5292 ['by', 'zauderers', 'team']
5293 ['zauderers', 'team', 'showed']
5294 ['team', 'showed', 'a']
5295 ['showed', 'a', 'brightening']
5296 ['a', 'brightening', 'radio']
5297 ['brightening', 'radio', 'source']
5298 ['radio', 'source', 'centered']
5299 ['source', 'centered', 'on']
5300 ['centered', 'on', 'a']
5301 ['on', 'a', 'faint']
5302 ['a', 'faint', 'galaxy']
5303 ['faint', 'galaxy', 'near']
5304 ['galaxy', 'near', 'swifts']
5305 ['near', 'swifts', 'position']
5306 ['swifts', 'position', 'for']
5307 ['position', 'for', 'the']
5308 ['for', 'the', 'x-ray']
5309 ['the', 'x-ray', 'flares']
5310 ['x-ray', 'flares', 'these']
5311 ['flares', 'these', 'data']
5312 ['these', 'data', 'provided']
5313 ['data', 'provided', 'the']
5314 ['provided', 'the', 'first']
5315 ['the', 'first', 'conclusive']
5316 ['first', 'conclusive', 'evidence']
5317 ['conclusive', 'evidence', 'that']
5318 ['evidence', 'that', 'the']
5319 ['that', 'the', 'galaxy']
5320 ['the', 'galaxy', 'the']
5321 ['galaxy', 'the', 'radio']
5322 ['the', 'radio', 'source']
5323 ['radio', 'source', 'and']
5324 ['source', 'and', 'the']
5325 ['and', 'the', 'swift']
5326 ['the', 'swift', 'event']
5327 ['swift', 'event', 'were']
5328 ['event', 'were', 'linked']
5329 ['were', 'linked', 'our']
5330 ['linked', 'our', 'observations']
5331 ['our', 'observations', 'show']
5332 ['observations', 'show', 'that']
5333 ['show', 'that', 'the']
5334 ['that', 'the', 'radio-emitting']
5335 ['the', 'radio-emitting', 'region']
5336 ['radio-emitting', 'region', 'is']
5337 ['region', 'is', 'still']
5338 ['is', 'still', 'expanding']
5339 ['still', 'expanding', 'at']
5340 ['expanding', 'at', 'more']
5341 ['at', 'more', 'than']
5342 ['more', 'than', 'half']
5343 ['than', 'half', 'the']
5344 ['half', 'the', 'speed']
5345 ['of', 'light', 'said']
5346 ['light', 'said', 'edo']
5347 ['said', 'edo', 'berger']
5348 ['edo', 'berger', 'an']
5349 ['berger', 'an', 'associate']
5350 ['an', 'associate', 'professor']
5351 ['associate', 'professor', 'of']
5352 ['professor', 'of', 'astrophysics']
5353 ['of', 'astrophysics', 'at']
5354 ['astrophysics', 'at', 'harvard']
5355 ['at', 'harvard', 'and']
5356 ['harvard', 'and', 'a']
5357 ['and', 'a', 'coauthor']
5358 ['a', 'coauthor', 'of']
5359 ['coauthor', 'of', 'the']
5360 ['of', 'the', 'radio']
5361 ['the', 'radio', 'paper']
5362 ['radio', 'paper', 'by']
5363 ['paper', 'by', 'tracking']
5364 ['by', 'tracking', 'this']
5365 ['tracking', 'this', 'expansion']
5366 ['this', 'expansion', 'backward']
5367 ['expansion', 'backward', 'in']
5368 ['backward', 'in', 'time']
5369 ['in', 'time', 'we']
5370 ['we', 'can', 'confirm']
5371 ['can', 'confirm', 'that']
5372 ['confirm', 'that', 'the']
5373 ['that', 'the', 'outflow']
5374 ['the', 'outflow', 'formed']
5375 ['outflow', 'formed', 'at']
5376 ['formed', 'at', 'the']
5377 ['at', 'the', 'same']
5378 ['the', 'same', 'time']
5379 ['same', 'time', 'as']
5380 ['time', 'as', 'the']
5381 ['as', 'the', 'swift']
5382 ['the', 'swift', 'x-ray']
5383 ['swift', 'x-ray', 'source']
5384 ['x-ray', 'source', 'swift']
5385 ['source', 'swift', 'launched']
5386 ['swift', 'launched', 'in']
5387 ['launched', 'in', 'november']
5388 ['in', 'november', '2004']
5389 ['november', '2004', 'is']
5390 ['2004', 'is', 'managed']
5391 ['is', 'managed', 'by']
5392 ['managed', 'by', 'nasas']
5393 ['by', 'nasas', 'goddard']
5394 ['greenbelt', 'md', 'it']
5395 ['md', 'it', 'is']
5396 ['it', 'is', 'operated']
5397 ['is', 'operated', 'in']
5398 ['operated', 'in', 'collaboration']
5399 ['in', 'collaboration', 'with']
5400 ['collaboration', 'with', 'penn']
5401 ['with', 'penn', 'state']
5402 ['penn', 'state', 'the']
5403 ['state', 'the', 'los']
5404 ['the', 'los', 'alamos']
5405 ['los', 'alamos', 'national']
5406 ['alamos', 'national', 'laboratory']
5407 ['national', 'laboratory', 'in']
5408 ['laboratory', 'in', 'n.m']
5409 ['in', 'n.m', 'and']
5410 ['n.m', 'and', 'orbital']
5411 ['and', 'orbital', 'sciences']
5412 ['orbital', 'sciences', 'corp']
5413 ['sciences', 'corp', 'in']
5414 ['corp', 'in', 'dulles']
5415 ['in', 'dulles', 'va']
5416 ['dulles', 'va', 'with']
5417 ['va', 'with', 'international']
5418 ['with', 'international', 'collaborators']
5419 ['international', 'collaborators', 'in']
5420 ['collaborators', 'in', 'the']
5421 ['in', 'the', 'u.k.']
5422 ['the', 'u.k.', 'italy']
5423 ['u.k.', 'italy', 'germany']
5424 ['italy', 'germany', 'and']
5425 ['germany', 'and', 'japan']
5426 ['and', 'japan', 'maxi']
5427 ['japan', 'maxi', 'is']
5428 ['maxi', 'is', 'operated']
5429 ['is', 'operated', 'by']
5430 ['operated', 'by', 'the']
5431 ['by', 'the', 'japan']
5432 ['the', 'japan', 'aerospace']
5433 ['japan', 'aerospace', 'exploration']
5434 ['aerospace', 'exploration', 'agency']
5435 ['exploration', 'agency', 'as']
5436 ['agency', 'as', 'an']
5437 ['as', 'an', 'external']
5438 ['an', 'external', 'experiment']
5439 ['external', 'experiment', 'attached']
5440 ['experiment', 'attached', 'to']
5441 ['attached', 'to', 'the']
5442 ['to', 'the', 'kibo']
5443 ['the', 'kibo', 'module']
5444 ['kibo', 'module', 'of']
5445 ['module', 'of', 'the']
5446 ['nasas', 'wise', 'mission']
5447 ['wise', 'mission', 'discovers']
5448 ['mission', 'discovers', 'coolest']
5449 ['discovers', 'coolest', 'class']
5450 ['coolest', 'class', 'of']
5451 ['class', 'of', 'stars08.23.11']
5452 ['of', 'stars08.23.11', 'pasadena']
5453 ['stars08.23.11', 'pasadena', 'calif']
5454 ['pasadena', 'calif', '-']
5455 ['calif', '-', 'scientists']
5456 ['-', 'scientists', 'using']
5457 ['scientists', 'using', 'data']
5458 ['using', 'data', 'from']
5459 ['data', 'from', 'nasas']
5460 ['from', 'nasas', 'wide-field']
5461 ['nasas', 'wide-field', 'infrared']
5462 ['wide-field', 'infrared', 'survey']
5463 ['infrared', 'survey', 'explorer']
5464 ['survey', 'explorer', 'wise']
5465 ['explorer', 'wise', 'have']
5466 ['wise', 'have', 'discovered']
5467 ['have', 'discovered', 'the']
5468 ['discovered', 'the', 'coldest']
5469 ['the', 'coldest', 'class']
5470 ['coldest', 'class', 'of']
5471 ['class', 'of', 'star-like']
5472 ['of', 'star-like', 'bodies']
5473 ['star-like', 'bodies', 'with']
5474 ['bodies', 'with', 'temperatures']
5475 ['with', 'temperatures', 'as']
5476 ['temperatures', 'as', 'cool']
5477 ['as', 'cool', 'as']
5478 ['cool', 'as', 'the']
5479 ['as', 'the', 'human']
5480 ['the', 'human', 'body']
5481 ['human', 'body', 'astronomers']
5482 ['body', 'astronomers', 'hunted']
5483 ['astronomers', 'hunted', 'these']
5484 ['hunted', 'these', 'dark']
5485 ['these', 'dark', 'orbs']
5486 ['dark', 'orbs', 'termed']
5487 ['orbs', 'termed', 'y']
5488 ['termed', 'y', 'dwarfs']
5489 ['y', 'dwarfs', 'for']
5490 ['dwarfs', 'for', 'more']
5491 ['than', 'a', 'decade']
5492 ['a', 'decade', 'without']
5493 ['decade', 'without', 'success']
5494 ['without', 'success', 'when']
5495 ['success', 'when', 'viewed']
5496 ['when', 'viewed', 'with']
5497 ['viewed', 'with', 'a']
5498 ['with', 'a', 'visible-light']
5499 ['a', 'visible-light', 'telescope']
5500 ['visible-light', 'telescope', 'they']
5501 ['telescope', 'they', 'are']
5502 ['they', 'are', 'nearly']
5503 ['are', 'nearly', 'impossible']
5504 ['nearly', 'impossible', 'to']
5505 ['impossible', 'to', 'see']
5506 ['to', 'see', 'wises']
5507 ['see', 'wises', 'infrared']
5508 ['wises', 'infrared', 'vision']
5509 ['infrared', 'vision', 'allowed']
5510 ['vision', 'allowed', 'the']
5511 ['allowed', 'the', 'telescope']
5512 ['the', 'telescope', 'to']
5513 ['telescope', 'to', 'finally']
5514 ['to', 'finally', 'spot']
5515 ['finally', 'spot', 'the']
5516 ['spot', 'the', 'faint']
5517 ['the', 'faint', 'glow']
5518 ['faint', 'glow', 'of']
5519 ['glow', 'of', 'six']
5520 ['of', 'six', 'y']
5521 ['six', 'y', 'dwarfs']
5522 ['y', 'dwarfs', 'relatively']
5523 ['dwarfs', 'relatively', 'close']
5524 ['relatively', 'close', 'to']
5525 ['close', 'to', 'our']
5526 ['to', 'our', 'sun']
5527 ['our', 'sun', 'within']
5528 ['sun', 'within', 'a']
5529 ['within', 'a', 'distance']
5530 ['a', 'distance', 'of']
5531 ['distance', 'of', 'about']
5532 ['of', 'about', '40']
5533 ['about', '40', 'light-years']
5534 ['40', 'light-years', 'wise']
5535 ['light-years', 'wise', 'scanned']
5536 ['wise', 'scanned', 'the']
5537 ['scanned', 'the', 'entire']
5538 ['the', 'entire', 'sky']
5539 ['entire', 'sky', 'for']
5540 ['sky', 'for', 'these']
5541 ['for', 'these', 'and']
5542 ['these', 'and', 'other']
5543 ['and', 'other', 'objects']
5544 ['other', 'objects', 'and']
5545 ['objects', 'and', 'was']
5546 ['and', 'was', 'able']
5547 ['was', 'able', 'to']
5548 ['able', 'to', 'spot']
5549 ['to', 'spot', 'their']
5550 ['spot', 'their', 'feeble']
5551 ['their', 'feeble', 'light']
5552 ['feeble', 'light', 'with']
5553 ['light', 'with', 'its']
5554 ['with', 'its', 'highly']
5555 ['its', 'highly', 'sensitive']
5556 ['highly', 'sensitive', 'infrared']
5557 ['sensitive', 'infrared', 'vision']
5558 ['infrared', 'vision', 'said']
5559 ['vision', 'said', 'jon']
5560 ['said', 'jon', 'morse']
5561 ['jon', 'morse', 'astrophysics']
5562 ['morse', 'astrophysics', 'division']
5563 ['astrophysics', 'division', 'director']
5564 ['division', 'director', 'at']
5565 ['director', 'at', 'nasa']
5566 ['in', 'washington', 'they']
5567 ['washington', 'they', 'are']
5568 ['they', 'are', '5000']
5569 ['are', '5000', 'times']
5570 ['5000', 'times', 'brighter']
5571 ['times', 'brighter', 'at']
5572 ['brighter', 'at', 'the']
5573 ['at', 'the', 'longer']
5574 ['the', 'longer', 'infrared']
5575 ['longer', 'infrared', 'wavelengths']
5576 ['infrared', 'wavelengths', 'wise']
5577 ['wavelengths', 'wise', 'observed']
5578 ['wise', 'observed', 'from']
5579 ['observed', 'from', 'space']
5580 ['from', 'space', 'than']
5581 ['space', 'than', 'those']
5582 ['than', 'those', 'observable']
5583 ['those', 'observable', 'from']
5584 ['observable', 'from', 'the']
5585 ['from', 'the', 'ground']
5586 ['the', 'ground', 'the']
5587 ['ground', 'the', 'ys']
5588 ['the', 'ys', 'are']
5589 ['ys', 'are', 'the']
5590 ['are', 'the', 'coldest']
5591 ['the', 'coldest', 'members']
5592 ['coldest', 'members', 'of']
5593 ['members', 'of', 'the']
5594 ['of', 'the', 'brown']
5595 ['the', 'brown', 'dwarf']
5596 ['brown', 'dwarf', 'family']
5597 ['dwarf', 'family', 'brown']
5598 ['family', 'brown', 'dwarfs']
5599 ['brown', 'dwarfs', 'are']
5600 ['dwarfs', 'are', 'sometimes']
5601 ['are', 'sometimes', 'referred']
5602 ['sometimes', 'referred', 'to']
5603 ['referred', 'to', 'as']
5604 ['to', 'as', 'failed']
5605 ['as', 'failed', 'stars']
5606 ['failed', 'stars', 'they']
5607 ['stars', 'they', 'are']
5608 ['they', 'are', 'too']
5609 ['are', 'too', 'low']
5610 ['too', 'low', 'in']
5611 ['low', 'in', 'mass']
5612 ['in', 'mass', 'to']
5613 ['mass', 'to', 'fuse']
5614 ['to', 'fuse', 'atoms']
5615 ['fuse', 'atoms', 'at']
5616 ['atoms', 'at', 'their']
5617 ['at', 'their', 'cores']
5618 ['their', 'cores', 'and']
5619 ['cores', 'and', 'thus']
5620 ['and', 'thus', 'dont']
5621 ['thus', 'dont', 'burn']
5622 ['dont', 'burn', 'with']
5623 ['burn', 'with', 'the']
5624 ['with', 'the', 'fires']
5625 ['the', 'fires', 'that']
5626 ['fires', 'that', 'keep']
5627 ['that', 'keep', 'stars']
